rxn_id	rxn_name	subsystem	selected_subs	KEGG_id	EC	rule	genes_hsa_ncbi	genes_hsa_symbol	genes_mmu_symbol	genes_mmu_synonym
SUCOAS1m	Succinate--CoA ligase (GDP-forming)	Citric acid cycle	1	NA	6.2.1.4	(x(1160) & x(1161))	8802, 8801	SUCLG1, SUCLG2	SUCLG1, SUCLG2	1500000I01Rik, Sucla1, D6Wsu120e
SUCOASm	Succinate--CoA ligase (ADP-forming)	Citric acid cycle	1	NA	6.2.1.5	(x(1160) & x(1162))	8802, 8803	SUCLG1, SUCLA2	SUCLG1, SUCLA2	1500000I01Rik, Sucla1, 4930547K18Rik
SUCRe	sucrose hydrolyzing enxyme, extracellular	Galactose metabolism	1	NA	3.2.1.26	(x(1415)) | (x(884))	6476, 8972	SI, MGAM	SIS, MGAM	sucrase-isomaltase, 2010204N08Rik, Si-s, 6030407P20Rik
SULFOX	sulfite oxidase	Methionine and cysteine metabolism	1	NA	NA	(x(1883))	6821	SUOX	SUOX	SO
T2M26DCOAHLm	trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (m)	Limonene and pinene degradation	0	NA	4.2.1.17	(x(473)) | (x(118)) & (x(115))	549, 3030, 3032	AUH, HADHA, HADHB	AUH, HADHA, HADHB	W91705, Mtpa, Mtpb, 4930479F15Rik
T2M26DCOAHLx	trans-2-Methyl-5-isopropylhexa-2,5-dienoyl-CoA hydro-lyase (x)	Limonene and pinene degradation	0	NA	4.2.1.17	(x(474)) | (x(475))	1891, 1962	ECH1, EHHADH	ECH1, EHHADH	dienoyl-CoA isomerase, MFP1, 1300002P22Rik, HD, MFP, L-bifunctional enzyme, L-PBE
T4HCINNOX	4-Coumarate:oxygen oxidoreductase	Stilbene, coumarine and lignin synthesis	0	NA	1.14.18.1	(x(718))	7299	TYR	TYR	Oca1, skc35
TALA	transaldolase	Pentose phosphate pathway	1	NA	2.2.1.2	x(1884)	6888	TALDO1	TALDO1	NA
TAURt4_2_r	taurine transport (sodium symport) (2:1)	Transport, extracellular	0	NA	NA	(x(1885))	6533	SLC6A6	SLC6A6	Taut
TAURtcx	taurine transport (sodium symport) (cytosol to peroxisome)	Taurine and hypotaurine metabolism	0	NA	NA	(x(1885))	6533	SLC6A6	SLC6A6	Taut
TCHOLAt	taurocholate transport via bicarbonate countertransport	Transport, extracellular	0	NA	NA	(x(749)) | (x(521)) | (x(463)) | (x(460))	28231, 6579, 28234, 10599	NA	NA	NA
TCHOLAt2	taurocholate transport via sodium cotransport	Transport, extracellular	0	NA	NA	(x(522)) | (x(523))	6554, 6555	SLC10A1, SLC10A2	SLC10A1, SLC10A2	Ntcp, sodium bile acid cotransporting polypeptide, ASBT
TCHOLAt3	ABC bile acid transporter	Transport, extracellular	0	NA	NA	(x(524) | x(525) | x(526) | x(462) | x(486))	8714, 8647, 8714, 8714, 85320	NA	NA	NA
TDPGDH	dTDPglucose 4,6-dehydratase	Nucleotide sugar metabolism	1	NA	4.2.1.46	(x(1886))	23483	TGDS	TGDS	2610025M23Rik, 2610017J16Rik
TETPENT3CPT1	carnitine O-palmitoyltransferase	Fatty acid oxidation	1	NA	2.3.1.21	(x(211)) | (x(212)) | (x(213)) | (x(214)) | (x(215)) | (x(216))	1375, 1375, 1375, 126129, 1374, 1375	CPT1B, CPT1B, CPT1B, CPT1C, CPT1A, CPT1B	CPT1B, CPT1B, CPT1B, CPT1C, CPT1A, CPT1B	Cpt1, M-CPT I, M-CPTI, Cpt1, M-CPT I, M-CPTI, Cpt1, M-CPT I, M-CPTI, 9630004I06Rik, CPT I-C, Cpt1, L-CPT I, CPTI, Cpt1, M-CPT I, M-CPTI
TETPENT3CPT2	carnitine transferase	Fatty acid oxidation	1	NA	NA	(x(217))	1376	CPT2	CPT2	CPTII, CPT II
TETPENT3CRNt	transport into the mitochondria (carnitine)	Fatty acid oxidation	1	NA	NA	(x(165))	788	SLC25A20	SLC25A20	1110007P09Rik, Cact, mCAC
TETPENT6CPT1	carnitine O-palmitoyltransferase	Fatty acid oxidation	1	NA	2.3.1.21	(x(211)) | (x(212)) | (x(213)) | (x(214)) | (x(215)) | (x(216))	1375, 1375, 1375, 126129, 1374, 1375	CPT1B, CPT1B, CPT1B, CPT1C, CPT1A, CPT1B	CPT1B, CPT1B, CPT1B, CPT1C, CPT1A, CPT1B	Cpt1, M-CPT I, M-CPTI, Cpt1, M-CPT I, M-CPTI, Cpt1, M-CPT I, M-CPTI, 9630004I06Rik, CPT I-C, Cpt1, L-CPT I, CPTI, Cpt1, M-CPT I, M-CPTI
TETPENT6CPT2	carnitine transferase	Fatty acid oxidation	1	NA	NA	(x(217))	1376	CPT2	CPT2	CPTII, CPT II
TETPENT6CRNt	transport into the mitochondria (carnitine)	Fatty acid oxidation	1	NA	NA	(x(165))	788	SLC25A20	SLC25A20	1110007P09Rik, Cact, mCAC
TETTET6CPT1	carnitine O-palmitoyltransferase	Fatty acid oxidation	1	NA	2.3.1.21	(x(211)) | (x(212)) | (x(213)) | (x(214)) | (x(215)) | (x(216))	1375, 1375, 1375, 126129, 1374, 1375	CPT1B, CPT1B, CPT1B, CPT1C, CPT1A, CPT1B	CPT1B, CPT1B, CPT1B, CPT1C, CPT1A, CPT1B	Cpt1, M-CPT I, M-CPTI, Cpt1, M-CPT I, M-CPTI, Cpt1, M-CPT I, M-CPTI, 9630004I06Rik, CPT I-C, Cpt1, L-CPT I, CPTI, Cpt1, M-CPT I, M-CPTI
TETTET6CPT2	carnitine transferase	Fatty acid oxidation	1	NA	NA	(x(217))	1376	CPT2	CPT2	CPTII, CPT II
TETTET6CRNt	transport into the mitochondria (carnitine)	Fatty acid oxidation	1	NA	NA	(x(165))	788	SLC25A20	SLC25A20	1110007P09Rik, Cact, mCAC
THBPT4ACAMDASE	Tetrahydrobiopterin-4a-carbinolamine dehydratase	Tetrahydrobiopterin metabolism	0	NA	4.2.1.96	(x(1887)) | (x(1888))	5092, 5092	PCBD1, PCBD1	PCBD1, PCBD1	Pcbd, Dcoh, Pcbd, Dcoh
THD1m	NAD(P) transhydrogenase	NAD metabolism	1	NA	1.6.1.2	(x(1889)) | (x(1890))	23530, 23530	NA	NA	NA
THFt2	tetrahydrofolate transport via anion exchange	Transport, extracellular	0	NA	NA	(x(87)) | (x(88))	6573, 6573	SLC19A1, SLC19A1	SLC19A1, SLC19A1	reduced folate carrier, RFC1, RFC-1, reduced folate carrier, RFC1, RFC-1
THMDt4	thymidine transport in via sodium symport	Transport, extracellular	0	NA	NA	(x(202)) | (x(201)) | (x(203))	9154, 9154, 64078	NA	NA	NA
THMMPt4	Thiamine monophosphate transport in via anion antiport	Transport, extracellular	0	NA	NA	(x(87)) | (x(88))	6573, 6573	SLC19A1, SLC19A1	SLC19A1, SLC19A1	reduced folate carrier, RFC1, RFC-1, reduced folate carrier, RFC1, RFC-1
THMt3	Thiamine transport in via proton  antiport	Transport, extracellular	0	NA	NA	(x(470)) | (x(1891))	80704, 10560	SLC19A3, SLC19A2	SLC19A3, SLC19A2	A230084E24Rik, ThTr2, DDA1, TRMA, THTR1
THMTP	thiamine-triphosphatase	Thiamine metabolism	0	NA	3.6.1.28	(x(1892))	79178	THTPA	THTPA	ThTPase
THMTPt	Thiamine triphosphate transport in via anion antiport	Transport, extracellular	0	NA	NA	(x(87)) | (x(88))	6573, 6573	SLC19A1, SLC19A1	SLC19A1, SLC19A1	reduced folate carrier, RFC1, RFC-1, reduced folate carrier, RFC1, RFC-1
THRALANaEx	L-alanine/L-threonine Na-dependent exchange (Thr-L in)	Transport, extracellular	0	NA	NA	(x(264)) | (x(263))	6509, 6510	SLC1A4, SLC1A5	SLC1A4, SLC1A5	ASCT1, ASCT2
THRASNNaEx	L-threonine/L-asparagine Na-dependent exchange (Thr-L in)	Transport, extracellular	0	NA	NA	x(263)	6510	SLC1A5	SLC1A5	ASCT2
THRCYSNaEx	L-cysteine/L-threonine Na-dependent exchange (Thr-L in)	Transport, extracellular	0	NA	NA	(x(264)) | (x(263))	6509, 6510	SLC1A4, SLC1A5	SLC1A4, SLC1A5	ASCT1, ASCT2
THRD_L	L-threonine deaminase	Glycine, serine, alanine and threonine metabolism	1	NA	4.3.1.19	(x(10)) | (x(1893))	10993, 113675	NA	NA	NA
THRGLNexR	L-threonine/glycine reversible exchange	Transport, extracellular	0	NA	NA	(x(265)) & (x(266))	56301, 6520	SLC7A10, SLC3A2	SLC7A10, SLC3A2	D7Bwg0847e, Asc-1, 4F2HC, Cd98, Mdu1, Ly-m10, Ly-10, Mgp-2hc
THRGLNNaEx	L-threonine/L-glutamine Na-dependent exchange (Thr-L in)	Transport, extracellular	0	NA	NA	x(263)	6510	SLC1A5	SLC1A5	ASCT2
THRGLYexR	L-threonine/glycine reversible exchange	Transport, extracellular	0	NA	NA	(x(265)) & (x(266))	56301, 6520	SLC7A10, SLC3A2	SLC7A10, SLC3A2	D7Bwg0847e, Asc-1, 4F2HC, Cd98, Mdu1, Ly-m10, Ly-10, Mgp-2hc
THRS	threonine synthase	Glycine, serine, alanine and threonine metabolism	1	NA	4.2.3.1	(x(1894))	79896	THNSL1	THNSL1	NA
THRSERNaEx	L-serine/L-threonine Na-dependent exchange (Thr-L in)	Transport, extracellular	0	NA	NA	(x(264)) | (x(263))	6509, 6510	SLC1A4, SLC1A5	SLC1A4, SLC1A5	ASCT1, ASCT2
THRt4	L-threonine  via sodium symport	Transport, extracellular	0	NA	NA	(x(275)) | (x(277)) | (x(273)) | ((x(280)) & (x(281) | x(282)))	11254, 81539, 54407, 340024, 57393, 59272	NA	NA	NA
THYMDt1	thymd transport	Transport, extracellular	0	NA	NA	(x(173)) | (x(200))	3177, 2030	SLC29A2, SLC29A1	SLC29A2, SLC29A1	HNP36, Der12, ENT2, 1200014D21Rik, NBMPR-sensitive equilibrative nucleoside transporter, ENT1
THYMDtl	thymidine facilated transport from lysosome	Transport, lysosomal	0	NA	NA	(x(174))	55315	SLC29A3	SLC29A3	Ent3, 4933435C21Rik
THYMDtm	thymd transport	Transport, mitochondrial	0	NA	NA	x(200)	2030	SLC29A1	SLC29A1	1200014D21Rik, NBMPR-sensitive equilibrative nucleoside transporter, ENT1
THYMt	thymine reversible transport via facilated diffusion	Transport, extracellular	0	NA	NA	x(173)	3177	SLC29A2	SLC29A2	HNP36, Der12, ENT2
THYOXt	T4 transport via bicarbonate countertransport	Transport, extracellular	0	NA	NA	(x(750)) | (x(521)) | (x(749)) | (x(460))	53919, 6579, 28231, 10599	NA	NA	NA
THYOXt2	T4 transport via facilitated diffusion	Transport, extracellular	0	NA	NA	(x(1895))	6567	SLC16A2	SLC16A2	MCT8, XPCT
THYPX	thyroid peroxidase	Tyrosine metabolism	1	NA	1.11.1.7	(x(1143)) | (x(1144)) | (x(1145)) | (x(1146)) | (x(1147))	7173, 7173, 7173, 7173, 7173	TPO, TPO, TPO, TPO, TPO	TPO, TPO, TPO, TPO, TPO	NA
TKT1	transketolase	Pentose phosphate pathway	1	NA	2.2.1.1	(x(1896)) | (x(1897)) | (x(1898))	7086, 84076, 8277	TKT, TKTL2, TKTL1	TKT, TKTL2, TKTL1	NA
TKT2	transketolase	Pentose phosphate pathway	1	NA	2.2.1.1	(x(1896)) | (x(1897)) | (x(1898))	7086, 84076, 8277	TKT, TKTL2, TKTL1	TKT, TKTL2, TKTL1	NA
TMABADH	4-trimethylaminobutyraldehyde dehydrogenase	Lysine metabolism	1	NA	1.2.1.47	(x(108))	223	ALDH9A1	ALDH9A1	ESTM40, TMABA-DH
TMDK1	thymidine kinase (ATP:thymidine)	Nucleotide interconversion	0	NA	NA	(x(734)) | (x(733))	7084, 7083	TK2, TK1	TK2, TK1	NA
TMDK1m	thymidine kinase (ATP:thymidine)	Nucleotide interconversion	0	NA	2.7.1.21	x(734)	7084	TK2	TK2	NA
TMDPK	Thiamin pyrophosphokinase (EC 2.7.6.2)	Thiamine metabolism	0	NA	NA	(x(1899))	27010	TPK1	TPK1	NA
TMDPP	thymidine phosphorylase	Pyrimidine catabolism	0	NA	2.4.2.4	(x(1900))	1890	TYMP	TYMP	Ecgf1, Pdgfec, 2900072D10Rik, gliostatin, PDECGF, PD-ECGF
TMDS	thymidylate synthase	Nucleotide interconversion	0	NA	2.1.1.45	x(1901)	7298	TYMS	TYMS	TS
TMLYSOX	trimethyllysine dioxygenase	Lysine metabolism	1	NA	1.14.11.8	(x(1902))	55217	TMLHE	TMLHE	Bbox2, D430017M14Rik, TMLH
TMNDNCCPT1	carnitine O-palmitoyltransferase	Fatty acid oxidation	1	NA	2.3.1.21	(x(211)) | (x(212)) | (x(213)) | (x(214)) | (x(215)) | (x(216))	1375, 1375, 1375, 126129, 1374, 1375	CPT1B, CPT1B, CPT1B, CPT1C, CPT1A, CPT1B	CPT1B, CPT1B, CPT1B, CPT1C, CPT1A, CPT1B	Cpt1, M-CPT I, M-CPTI, Cpt1, M-CPT I, M-CPTI, Cpt1, M-CPT I, M-CPTI, 9630004I06Rik, CPT I-C, Cpt1, L-CPT I, CPTI, Cpt1, M-CPT I, M-CPTI
TMNDNCCPT2	carnitine transferase	Fatty acid oxidation	1	NA	NA	(x(217))	1376	CPT2	CPT2	CPTII, CPT II
TMNDNCCRNt	transport into the mitochondria (carnitine)	Fatty acid oxidation	1	NA	NA	(x(165))	788	SLC25A20	SLC25A20	1110007P09Rik, Cact, mCAC
TPI	triose-phosphate isomerase	Glycolysis/gluconeogenesis	1	NA	5.3.1.1	(x(1903)) | (x(1904))	7167, 286016	NA	NA	NA
TRDR	thioredoxin reductase (NADPH)	Nucleotide interconversion	0	NA	1.8.1.9	(x(1905)) | (x(1906)) | (x(1907)) | (x(1908))	7296, 7296, 7296, 7296	TXNRD1, TXNRD1, TXNRD1, TXNRD1	TXNRD1, TXNRD1, TXNRD1, TXNRD1	TR alpha, TR, TR1, TrxR1, TR alpha, TR, TR1, TrxR1, TR alpha, TR, TR1, TrxR1, TR alpha, TR, TR1, TrxR1
TRDR2	Thioredoxin (ubiquinone 10) reductase (NADPH)	Miscellaneous	0	NA	1.8.1.9	(x(1906)) | (x(1907)) | (x(1908)) | (x(1905))	7296, 7296, 7296, 7296	TXNRD1, TXNRD1, TXNRD1, TXNRD1	TXNRD1, TXNRD1, TXNRD1, TXNRD1	TR alpha, TR, TR1, TrxR1, TR alpha, TR, TR1, TrxR1, TR alpha, TR, TR1, TrxR1, TR alpha, TR, TR1, TrxR1
TRDR3	Thioredoxin (ubiquinone 10) reductase (NADH)	Miscellaneous	0	NA	1.8.1.9	(x(1907)) | (x(1906)) | (x(1905)) | (x(1908))	7296, 7296, 7296, 7296	TXNRD1, TXNRD1, TXNRD1, TXNRD1	TXNRD1, TXNRD1, TXNRD1, TXNRD1	TR alpha, TR, TR1, TrxR1, TR alpha, TR, TR1, TrxR1, TR alpha, TR, TR1, TrxR1, TR alpha, TR, TR1, TrxR1
TRDRm	thioredoxin reductase (NADPH)	Nucleotide interconversion	0	NA	1.8.1.9	(x(1909)) | (x(1910)) | (x(1911)) | (x(1912))	114112, 10587, 10587, 10587	TXNRD3, TXNRD2, TXNRD2, TXNRD2	TXNRD3, TXNRD2, TXNRD2, TXNRD2	TR2, Tgr, TGR, TR beta, TR3, ESTM573010, TGR, TR beta, TR3, ESTM573010, TGR, TR beta, TR3, ESTM573010
TREH	alpha,alpha-trehalase	Starch and sucrose metabolism	0	NA	3.2.1.28	(x(1913)) | (x(1914))	80162, 11181	ATHL1, TREH	ATHL1, TREH	5730511L01Rik, 2210412M19Rik
TREHe	alpha,alpha-trehalase	Starch and sucrose metabolism	0	NA	3.2.1.28	(x(1914))	11181	TREH	TREH	2210412M19Rik
TRIODTHYSULT	Triiodothyronine Sulfotransferase	Tyrosine metabolism	1	NA	2.8.2.1	(x(82)) | (x(81)) | (x(77)) | (x(80)) | (x(84)) | (x(11))	6817, 6817, 6817, 6817, 6817, 6818	NA	NA	NA
TRIODTHYt	T3 transport via bicarbonate countertransport	Transport, extracellular	0	NA	NA	(x(463)) | (x(749)) | (x(460)) | (x(521)) | (x(750))	28234, 28231, 10599, 6579, 53919	NA	NA	NA
TRIODTHYt2	T3 transport via facilitated diffusion	Transport, extracellular	0	NA	NA	(x(1895))	6567	SLC16A2	SLC16A2	MCT8, XPCT
TRPHYDRO2	L-Tryptophan,tetrahydrobiopterin:oxygen oxidoreductase (5-hydroxylating)	Tryptophan metabolism	1	NA	1.14.16.4	(x(1915)) | (x(1916))	7166, 121278	TPH1, TPH2	TPH1, TPH2	NA
TRPO2	L-Tryptophan:oxygen 2,3-oxidoreductase (decyclizing)	Tryptophan metabolism	1	NA	1.13.11.11	(x(1917)) | (x(1918)) | (x(92))	6999, 169355, 3620	NA	NA	NA
TRPt	L-tryptophan transport	Transport, extracellular	0	NA	NA	(x(1919) | x(43))	120103, 117247	NA	NA	NA
TRPt4	L-tryptophan transport in via sodium symport	Transport, extracellular	0	NA	NA	(x(275)) | ((x(280)) & (x(281) | x(282)))	11254, 340024, 57393, 59272	NA	NA	NA
TRYPTAOX	Tryptamine:oxygen oxidoreductase(deaminating)(flavin-containing)	Tryptophan metabolism	1	NA	1.4.3.4	(x(61)) | (x(2)) | (x(60)) | (x(4)) | (x(3))	4129, 26, 4128, 314, 314	MAOB, AOC1, MAOA, AOC2, AOC2	MAOB, AOC1, MAOA, AOC2, AOC2	NA
TSTSTERONEGLCte	glucuronidated compound transport	Transport, extracellular	0	NA	NA	(x(85))	4363	ABCC1	ABCC1	Abcc1b, Abcc1a, Mrp1, Mdrap, MRP
TSTSTERONESULT	testosterone sulfotransferase	Steroid metabolism	0	NA	2.8.2.2	(x(86)) | (x(86)) | (x(11))	6822, 6822, 6818	NA	NA	NA
TSULt4_3	thiosulfate transport via sodium symport	Transport, extracellular	0	NA	NA	(x(1830))	6561	SLC13A1	SLC13A1	NaSi-1, Nas1
TTDCAtr	tetradecanoate (transport)	Transport, extracellular	0	NA	NA	(x(742))	11001	SLC27A2	SLC27A2	FATP2, Vlacs, Vlac, ACSVL1, VLCS, FATP2
TTDCPT1	carnitine O-palmitoyltransferase	Fatty acid oxidation	1	NA	2.3.1.21	(x(211)) | (x(212)) | (x(215)) | (x(216)) | (x(214)) | (x(213))	1375, 1375, 1374, 1375, 126129, 1375	CPT1B, CPT1B, CPT1A, CPT1B, CPT1C, CPT1B	CPT1B, CPT1B, CPT1A, CPT1B, CPT1C, CPT1B	Cpt1, M-CPT I, M-CPTI, Cpt1, M-CPT I, M-CPTI, Cpt1, L-CPT I, CPTI, Cpt1, M-CPT I, M-CPTI, 9630004I06Rik, CPT I-C, Cpt1, M-CPT I, M-CPTI
TTDCPT2	carnitine transferase	Fatty acid oxidation	1	NA	NA	(x(217))	1376	CPT2	CPT2	CPTII, CPT II
TTDCRNt	transport into the mitochondria (carnitine)	Fatty acid oxidation	1	NA	NA	(x(165))	788	SLC25A20	SLC25A20	1110007P09Rik, Cact, mCAC
TXASr	Thromboxane-A synthase	Eicosanoid metabolism	1	NA	5.3.99.5	(x(1920))	6916	TBXAS1	TBXAS1	CYP5A1, CYP5, TXAS, TXS
TYMSULT	Tyramine Sulfotransferase	Tyrosine metabolism	1	NA	2.8.2.1	(x(83)) | (x(11)) | (x(82)) | (x(81)) | (x(77)) | (x(79)) | (x(80)) | (x(84))	6818, 6818, 6817, 6817, 6817, 6818, 6817, 6817	NA	NA	NA
TYR3MO2	tyrosine 3-monooxygenase	Tyrosine metabolism	1	NA	1.14.16.2	(x(1921)) | (x(1922)) | (x(1923))	7054, 7054, 7054	TH, TH, TH	TH, TH, TH	NA
TYRASE	Tyrosinase	Tyrosine metabolism	1	NA	NA	(x(1924))	7306	TYRP1	TYRP1	Oca3, TRP1, TRP-1, isa, Tyrp
TYRCBOX	L-Tyrosine carboxy-lyase	Tyrosine metabolism	1	NA	4.1.1.28	(x(57))	1644	DDC	DDC	Aadc, aromatic L-amino acid decarboxylase
TYRDOPO	Tyrosine:dopa oxidase	Tyrosine metabolism	1	NA	1.14.18.1	(x(718))	7299	TYR	TYR	Oca1, skc35
TYRDOPO3	Tyrosine:dopa oxidase (dopaquinone producing 2)	Tyrosine metabolism	1	NA	1.14.18.1	(x(718))	7299	TYR	TYR	Oca1, skc35
TYROXDAc	Tyramine:oxygen oxidoreductase(deaminating)(flavin-containing) (cytosol)	Tyrosine metabolism	1	NA	1.4.3.6	(x(60)) | (x(61))	4128, 4129	MAOA, MAOB	MAOA, MAOB	MAO-A, 1110061B18Rik, MAO-B, 6330414K01Rik
TYRt	L-tyrosine transport	Transport, extracellular	0	NA	NA	x(43)	117247	SLC16A10	SLC16A10	Mct10, PRO0813, TAT1, 2610103N14Rik
TYRt4	L-tyrosine transport in via sodium symport	Transport, extracellular	0	NA	NA	(x(275)) | ((x(280)) & (x(281) | x(282)))	11254, 340024, 57393, 59272	NA	NA	NA
TYRTA	tyrosine transaminase	Tyrosine metabolism	1	NA	2.6.1.5	(x(72)) | (x(1572))	2805, 6898	GOT1, TAT	GOT1, TAT	NA
TYRTAm	tyrosine transaminase, mitochondrial	Tyrosine metabolism	1	NA	2.6.1.5	(x(1572)) | (x(73))	6898, 2806	TAT, GOT2	TAT, GOT2	NA
UAG2EMAi	UDP-N-acetyl-D-glucosamine 2-epimerase (Hydrolysis)	Aminosugar metabolism	1	NA	5.1.3.14	x(310)	10020	GNE	GNE	2310066H07Rik
UAG4E	UDP-N-acetylglucosamine 4-epimerase	Aminosugar metabolism	1	NA	5.1.3.7	(x(1925)) | (x(1926))	2582, 2582	GALE, GALE	GALE, GALE	2310002A12Rik, 2310002A12Rik
UAGDP	UDP-N-acetylglucosamine diphosphorylase	Aminosugar metabolism	1	NA	2.7.7.23	(x(1927)) | (x(1928))	6675, 91373	UAP1, UAP1L1	UAP1, UAP1L1	SPAG2, AGX1, AgX, ESTM38, 5730445F03Rik
UDPDOLPT_L	UDPglucose:dolichyl-phosphate beta-D-glucosyltransferase (liver)	N-glycan synthesis	1	NA	2.4.1.117	(x(1929))	29880	ALG5	ALG5	2600005J22Rik, 1500026A19Rik
UDPDOLPT_U	UDPglucose:dolichyl-phosphate beta-D-glucosyltransferase (uterus)	N-glycan synthesis	1	NA	2.4.1.117	(x(1929))	29880	ALG5	ALG5	2600005J22Rik, 1500026A19Rik
UDPG4E	UDPglucose 4-epimerase	Galactose metabolism	1	NA	5.1.3.2	(x(1925)) | (x(1926))	2582, 2582	GALE, GALE	GALE, GALE	2310002A12Rik, 2310002A12Rik
UDPGALtg	UDP-Gal Golgi transport via CMP antiport	Transport, golgi apparatus	0	NA	NA	x(1930)	7355	NA	NA	NA
UDPGD	UDPglucose 6-dehydrogenase	Starch and sucrose metabolism	0	NA	1.1.1.22	x(1931)	7358	UGDH	UGDH	Udpgdh
UDPGLCAter	UDPGlcA endoplasmic reticulum transport via UMP antiport	Transport, endoplasmic reticular	0	NA	NA	(x(1932))	23169	SLC35D1	SLC35D1	UGTREL7
UDPGLCtg	UDP-Glc Golgi transport via CMP antiport	Transport, golgi apparatus	0	NA	NA	(x(1933)) | (x(1934)) | (x(1935))	23443, 84912, 11046	SLC35A3, SLC35B4, SLC35D2	SLC35A3, SLC35B4, SLC35D2	2310050P13Rik, 4930474D06Rik, UGTrel8, SQV7L, hfrc, 5730408I21Rik
UDPGLDCg	UDP-D-glucuronate decarboxylase, Golgi apparatus	Nucleotide sugar metabolism	1	NA	4.1.1.35	x(1936)	80146	UXS1	UXS1	1600025I13Rik
UDPGP	UDPglucose pyrophosphohydrolase	Starch and sucrose metabolism	0	NA	3.6.1.9	(x(775)) | (x(776)) | (x(1937))	5167, 5169, 5168	ENPP1, ENPP3, ENPP2	ENPP1, ENPP3, ENPP2	4833416E15Rik, E-NPP1, CD203c, twy, Pdnp1, Pca-1, Pca, Ly-41, Npps, NPP1, PC-1, CD203c, ATX, Pdnp2, PD-Ialpha, Npps2, Autotaxin
UDPXYLtg	UDP-Xyl Golgi transport via CMP antiport	Transport, golgi apparatus	0	NA	NA	(x(1934))	84912	SLC35B4	SLC35B4	4930474D06Rik
UGALGTg	UDPgalactose:D-glucose 4-beta-D-galactosyltransferase, Golgi apparatus	Galactose metabolism	1	NA	2.4.1.22	(x(1938)) & (x(830)) | (x(832)) | (x(833))	3906, 2683, 8704, 8704	LALBA, B4GALT1, B4GALT2, B4GALT2	LALBA, B4GALT1, B4GALT2, B4GALT2	NA
UGALNACter	UDP-GalNAc endoplasmic reticulum transport via CMP antiport	Transport, endoplasmic reticular	0	NA	NA	(x(1932))	23169	SLC35D1	SLC35D1	UGTREL7
UGALNACtg	UDP-GalNAc Golgi transport via CMP antiport	Transport, golgi apparatus	0	NA	NA	(x(1930))	7355	NA	NA	NA
UGCG	Ceramide glucosyltransferase	Sphingolipid metabolism	1	NA	2.4.1.80	(x(1939))	7357	UGCG	UGCG	Ugcgl, Epcs21, GlcT-1
UGLCNACtg	UDP-GlcNAc Golgi transport via CMP antiport	Transport, golgi apparatus	0	NA	NA	(x(1935))	11046	SLC35D2	SLC35D2	UGTrel8, SQV7L, hfrc, 5730408I21Rik
UGLT	UDPglucose--hexose-1-phosphate uridylyltransferase	Galactose metabolism	1	NA	2.7.7.12	(x(874)) | (x(875)) | (x(876))	2592, 2592, 2592	GALT, GALT, GALT	GALT, GALT, GALT	NA
UGT1A10r	UDP-glucuronosyltransferase 1-10 precursor, microsomal	Steroid metabolism	0	NA	2.4.1.17	(x(1940))	54576	UGT1A8	UGT1A9	UGT1A10, mUGTBr/P, A12, A13
UGT1A1r	UDP-glucuronosyltransferase 1-10 precursor, microsomal	Steroid metabolism	0	NA	2.4.1.17	(x(1941)) | (x(1940))	54575, 54576	UGT1A10, UGT1A8	UGT1A9, UGT1A9	UGT1A10, mUGTBr/P, A12, A13, UGT1A10, mUGTBr/P, A12, A13
UGT1A2r	UDP-glucuronosyltransferase 1-10 precursor, microsomal	Steroid metabolism	0	NA	2.4.1.17	(x(1941)) | (x(1940)) | (x(1942)) | (x(1943)) | (x(1944)) | (x(1945)) | (x(1946)) | (x(1947)) | (x(1948))	54575, 54576, 54578, 54579, 54600, 54658, 54659, 54577, 54657	NA	NA	NA
UGT1A3r	UDP-glucuronosyltransferase 1-10 precursor, microsomal	Steroid metabolism	0	NA	2.4.1.17	(x(1949)) | (x(1941)) | (x(1950)) | (x(1940)) | (x(1951))	7364, 54575, 54490, 54576, 7367	UGT2B7, UGT1A10, UGT2B28, UGT1A8, UGT2B17	UGT2B36, UGT1A9, UGT2B37, UGT1A9, UGT2B1	UGT2B35, UGT1A10, mUGTBr/P, A12, A13, UGT2B38, UGT2B5, m-1, Udpgt-3, 0610033E06Rik, 9430041C03Rik, UGT1A10, mUGTBr/P, A12, A13, 1300012D20Rik
UGT1A4r	UDP-glucuronosyltransferase 1-10 precursor, microsomal	Steroid metabolism	0	NA	2.4.1.17	(x(1941)) | (x(1950)) | (x(1940))	54575, 54490, 54576	UGT1A10, UGT2B28, UGT1A8	UGT1A9, UGT2B37, UGT1A9	UGT1A10, mUGTBr/P, A12, A13, UGT2B38, UGT2B5, m-1, Udpgt-3, 0610033E06Rik, 9430041C03Rik, UGT1A10, mUGTBr/P, A12, A13
UGT1A5r	UDP-glucuronosyltransferase 1-10 precursor, microsomal	Vitamin A metabolism	0	NA	2.4.1.17	(x(1941)) | (x(1940))	54575, 54576	UGT1A10, UGT1A8	UGT1A9, UGT1A9	UGT1A10, mUGTBr/P, A12, A13, UGT1A10, mUGTBr/P, A12, A13
